ID,Year,Loan Limit,Gender,Approved in Advance,Loan Type,Loan Purpose,Credit Worthiness,Open Credit,Business Or Commercial,Loan Amount,Rate of Interest,Interest rate spread,Upfront charges,Term(months),Negative Ammortization,Interest Only,Lump Sum Payment,Property Value,Construction Type,Occupancy Type,Secured by,Total Units,Income,Credit Type,Credit Score,Co-applicant Credit Type,Min Age,Max Age,Submission of Application,Loan to Value,Region,Default Status,Debt-to-Income Ratio,LTV Risk Bucket,Credit Score Bucket,i
43711,2019,Conforming Loan,Male,Not Pre-Approved,Veterans Affairs,Cash-out Refinancing,Standard,No,No,"$146,500.00",4.75%,0.4929,"$3,697.50",360,No,No,No,"$348,000.00",Site-Built,Principal Residence,home,1U,"$3,780.00",EXP,619,CIB,65,,Yes,42.09770115,North,No,36,Low,Fair,
148833,2019,Conforming Loan,Joint,Not Pre-Approved,Veterans Affairs,Refinancing,Standard,No,No,"$356,500.00",3.99%,0.3831,$0.00,360,Yes,No,No,"$508,000.00",Site-Built,Principal Residence,home,1U,"$3,000.00",EXP,554,EXP,55,,Yes,70.17716535,Central,Yes,59,Moderate,Poor ,
62455,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Home Improvement,Standard,No,No,"$86,500.00",3.99%,0.3831,$0.00,360,No,No,No,"$418,000.00",Site-Built,Principal Residence,home,1U,"$1,740.00",EQUI,661,EXP,55,,Yes,20.6937799,South,Yes,39,Low,Fair,
74260,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$486,500.00",3.63%,0.0404,$0.00,360,No,No,No,"$628,000.00",Site-Built,Principal Residence,home,1U,"$15,000.00",EXP,533,CIB,45,,No,77.46815287,North,No,12,Moderate,Poor ,
156787,2019,Conforming Loan,Female,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$256,500.00",3.99%,0.0343,"$2,523.23",360,No,No,No,"$308,000.00",Site-Built,Principal Residence,home,1U,"$2,940.00",CIB,650,CIB,25,,No,83.27922078,North,No,39,High,Fair,
135202,2019,Conforming Loan,Male,Pre-Approved,Conventional,Refinancing,Standard,No,No,"$216,500.00",4.38%,0.11,"$3,188.20",360,No,No,No,"$348,000.00",Site-Built,Principal Residence,home,1U,"$2,820.00",CIB,867,CIB,45,,No,62.21264368,North,No,48,Moderate,Excellent,
85132,2019,Conforming Loan,Female,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$576,500.00",4.38%,-0.0999,$211.08,360,No,No,No,"$778,000.00",Site-Built,Principal Residence,home,1U,"$8,760.00",CIB,731,CIB,25,,No,74.10025707,North,No,34,Moderate,Good ,
72012,2019,Conforming Loan,Female,Not Pre-Approved,Federal Housing Administration,Cash-out Refinancing,Standard,No,Yes,"$146,500.00",3.99%,0.3831,$0.00,360,No,No,Yes,"$188,000.00",Site-Built,Principal Residence,home,1U,"$1,440.00",EXP,879,CIB,74,,Yes,77.92553191,North,Yes,22,Moderate,Excellent,
69897,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$346,500.00",3.50%,0.0815,"$6,410.00",324,No,No,No,"$528,000.00",Site-Built,Principal Residence,home,1U,"$9,180.00",EXP,647,EXP,35,,Yes,65.625,South,No,42,Moderate,Fair,
76618,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$396,500.00",3.75%,0.4764,"$3,504.60",240,No,No,No,"$438,000.00",Site-Built,Secondary Residence,home,1U,"$13,680.00",CRIF,793,EXP,25,,No,90.52511416,South,No,33,High,Very Good,
144696,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$186,500.00",3.25%,-0.3393,"$2,616.36",360,No,Yes,No,"$318,000.00",Site-Built,Principal Residence,home,1U,"$6,960.00",CIB,721,EXP,74,,No,58.64779874,North,No,18,Low,Good ,
41453,2019,Conforming Loan,Male,Not Pre-Approved,Veterans Affairs,Cash-out Refinancing,Standard,No,No,"$566,500.00",2.99%,-0.6655,"$4,096.06",360,No,No,No,"$908,000.00",Site-Built,Principal Residence,home,1U,"$5,760.00",EXP,606,CIB,74,,No,62.38986784,North,No,39,Moderate,Fair,
63158,2019,Conforming Loan,Joint,Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$726,500.00",3.99%,0.3831,$0.00,360,No,No,No,"$418,000.00",Site-Built,Principal Residence,home,1U,"$11,880.00",EQUI,781,EXP,35,,No,173.8038278,South,Yes,39,Very High,Very Good,
88287,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$166,500.00",3.99%,0.5443,"$2,465.00",360,No,No,No,"$278,000.00",Site-Built,Principal Residence,home,1U,"$4,260.00",CIB,825,CIB,55,,Yes,59.89208633,North,No,33,Low,Excellent,
132958,2019,Conforming Loan,Female,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$436,500.00",4.25%,-0.1846,$0.00,360,No,No,No,"$858,000.00",Site-Built,Principal Residence,home,1U,"$4,800.00",EXP,582,CIB,35,,No,50.87412587,South,No,49,Low,Fair,
167784,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$76,500.00",4.63%,1.3488,"$2,382.56",120,No,No,No,"$288,000.00",Site-Built,Principal Residence,home,1U,"$2,940.00",CIB,648,CIB,55,,Yes,26.5625,South,No,48,Low,Fair,
124776,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$226,500.00",4.38%,0.4627,"$4,517.50",360,No,No,No,"$318,000.00",Site-Built,Principal Residence,home,1U,"$4,440.00",CIB,875,CIB,45,,Yes,71.22641509,North-East,No,35,Moderate,Excellent,
145718,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$306,500.00",4.63%,0.523,"$1,150.00",360,No,No,No,"$438,000.00",Site-Built,Principal Residence,home,1U,"$6,600.00",CIB,583,CIB,65,,Yes,69.97716895,North,No,39,Moderate,Fair,
167673,2019,Conforming Loan,Female,Not Pre-Approved,Federal Housing Administration,Refinancing,Standard,No,Yes,"$126,500.00",3.99%,0.3831,$0.00,360,Yes,No,No,"$278,000.00",Site-Built,Principal Residence,home,1U,"$1,980.00",CIB,840,CIB,35,,Yes,45.50359712,North,Yes,44,Low,Excellent,
130114,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$516,500.00",3.75%,0.1764,$545.47,360,No,No,No,"$548,000.00",Site-Built,Principal Residence,home,1U,"$5,520.00",CIB,787,CIB,25,,No,94.25182482,South,No,46,High,Very Good,
70110,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$206,500.00",3.99%,0.3831,$0.00,180,No,No,No,"$278,000.00",Site-Built,Principal Residence,home,1U,"$3,780.00",CRIF,702,CIB,55,,Yes,74.28057554,South,Yes,37,Moderate,Good ,
144889,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$546,500.00",4.75%,0.3313,"$2,484.42",360,Yes,No,No,"$738,000.00",Site-Built,Investment Property,home,1U,"$10,200.00",CIB,516,CIB,55,,No,74.05149051,South,No,34,Moderate,Poor ,
111600,2019,Conforming Loan,Female,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$526,500.00",4.25%,-0.1901,$431.41,360,No,No,No,"$758,000.00",Site-Built,Principal Residence,home,1U,"$7,200.00",EXP,579,CIB,25,,No,69.4591029,South,No,40,Moderate,Poor ,
127693,2019,Conforming Loan,Unknown,Not Pre-Approved,Veterans Affairs,Refinancing,Standard,No,No,"$106,500.00",3.99%,0.3831,$0.00,360,No,No,No,"$418,000.00",Site-Built,Principal Residence,home,1U,"$1,380.00",EQUI,619,EXP,65,,Yes,25.4784689,South,Yes,39,Low,Fair,
82052,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$606,500.00",3.99%,0.3831,$0.00,360,No,No,Yes,"$418,000.00",Site-Built,Principal Residence,home,1U,"$13,320.00",EQUI,568,EXP,25,,Yes,145.0956938,North,Yes,39,Very High,Poor ,
113533,2019,Conforming Loan,Joint,Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$406,500.00",3.99%,-0.1798,"$9,395.00",360,No,No,No,"$528,000.00",Site-Built,Principal Residence,home,1U,"$8,340.00",EXP,620,EXP,45,,Yes,76.98863636,South,No,39,Moderate,Fair,
106265,2019,Conforming Loan,Male,Not Pre-Approved,Federal Housing Administration,Home Purchase,Standard,No,Yes,"$246,500.00",4.25%,1.7147,"$1,417.81",360,No,No,No,"$258,000.00",Site-Built,Principal Residence,home,1U,"$3,180.00",CRIF,753,CIB,25,,No,95.54263566,Central,No,60,High,Very Good,
165183,2019,Conforming Loan,Female,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$296,500.00",3.50%,0.0084,"$5,154.09",360,No,No,No,"$418,000.00",Site-Built,Principal Residence,home,1U,"$3,540.00",EXP,889,CIB,55,,No,70.93301435,North,No,48,Moderate,Excellent,
91904,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$266,500.00",4.38%,0.3671,"$2,025.30",360,No,Yes,No,"$288,000.00",Site-Built,Principal Residence,home,1U,"$10,680.00",CIB,679,EXP,35,,Yes,92.53472222,North,No,31,High,Good ,
48959,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$186,500.00",3.99%,0.3831,$0.00,324,No,No,No,"$418,000.00",Site-Built,Principal Residence,home,1U,"$8,280.00",EQUI,682,EXP,45,,Yes,44.61722488,South,Yes,39,Low,Good ,
123888,2019,Conforming Loan,Unknown,Not Pre-Approved,Federal Housing Administration,Refinancing,Non-Standard,No,Yes,"$86,500.00",4.75%,1.5962,"$1,510.36",360,No,No,No,"$98,000.00",Site-Built,Principal Residence,home,1U,"$2,520.00",CRIF,805,CIB,35,,Yes,88.26530612,South,No,37,High,Excellent,
55744,2019,non Conforming Loan,Unknown,Pre-Approved,Conventional,Refinancing,Standard,No,No,"$286,500.00",4.38%,0.3745,"$3,708.75",360,No,No,No,"$478,000.00",Site-Built,Principal Residence,home,1U,"$3,540.00",CRIF,809,CIB,74,,Yes,59.93723849,South,No,48,Low,Excellent,
81984,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$376,500.00",4.13%,0.659,"$4,900.13",360,No,No,No,"$508,000.00",Site-Built,Investment Property,home,1U,"$10,200.00",CRIF,509,EXP,35,,No,74.11417323,North,No,30,Moderate,Poor ,
123711,2019,Conforming Loan,Joint,Not Pre-Approved,Veterans Affairs,Refinancing,Standard,No,No,"$436,500.00",3.13%,-0.4047,"$3,500.37",360,No,No,No,"$478,000.00",Site-Built,Principal Residence,home,1U,"$4,860.00",CIB,852,EXP,45,,No,91.31799163,South,No,45,High,Excellent,
41331,2019,Conforming Loan,Female,Pre-Approved,Federal Housing Administration,Refinancing,Standard,No,Yes,"$476,500.00",4.25%,1.2724,$0.00,360,No,No,No,"$558,000.00",Site-Built,Principal Residence,home,1U,"$6,420.00",CRIF,542,CIB,55,,No,85.39426523,South,No,48,High,Poor ,
45241,2019,Conforming Loan,Joint,Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$566,500.00",3.88%,0.1119,$399.04,360,No,No,No,"$958,000.00",Site-Built,Principal Residence,home,1U,"$6,960.00",CIB,808,EXP,74,,No,59.13361169,North,No,45,Low,Excellent,
34694,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$336,500.00",3.75%,0.2651,"$9,811.11",360,No,No,No,"$468,000.00",Site-Built,Principal Residence,home,1U,"$7,980.00",EXP,512,EXP,55,,Yes,71.9017094,South,No,46,Moderate,Poor ,
133362,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$126,500.00",3.63%,0.9606,"$3,767.63",180,No,No,No,"$268,000.00",Site-Built,Principal Residence,home,1U,"$3,720.00",CRIF,833,CIB,25,,Yes,47.20149254,South,No,43,Low,Excellent,
26175,2019,Conforming Loan,Female,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$166,500.00",4.63%,0.5499,"$5,147.75",360,No,No,No,"$208,000.00",Site-Built,Principal Residence,home,1U,"$2,820.00",CRIF,669,CIB,65,,Yes,80.04807692,North,No,39,High,Fair,
41594,2019,Conforming Loan,Female,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$346,500.00",3.88%,0.2571,"$2,527.79",360,No,No,No,"$598,000.00",Site-Built,Principal Residence,home,1U,"$5,400.00",CIB,649,CIB,45,,Yes,57.94314381,North,No,34,Low,Fair,
81116,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$456,500.00",3.75%,0.1512,$499.50,360,No,No,No,"$508,000.00",Site-Built,Principal Residence,home,1U,"$4,920.00",CRIF,898,CIB,45,,No,89.86220472,South,No,47,High,Excellent,
63640,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$186,500.00",3.50%,0.7907,"$5,529.46",180,No,No,No,"$238,000.00",Site-Built,Principal Residence,home,1U,"$6,000.00",CIB,812,CIB,55,,Yes,78.36134454,South,No,26,Moderate,Excellent,
120585,2019,Conforming Loan,Unknown,Not Pre-Approved,Veterans Affairs,Cash-out Refinancing,Standard,No,No,"$196,500.00",3.38%,-0.3531,$0.00,360,No,No,No,"$258,000.00",Site-Built,Principal Residence,home,1U,"$5,760.00",EXP,781,EXP,65,,Yes,76.1627907,South,No,39,Moderate,Very Good,
114325,2019,non Conforming Loan,Female,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$596,500.00",4.13%,0.5873,"$4,962.50",360,No,No,No,"$958,000.00",Site-Built,Principal Residence,home,1U,"$17,160.00",CIB,645,CIB,65,,Yes,62.2651357,North,No,42,Moderate,Fair,
172311,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Home Improvement,Standard,No,No,"$206,500.00",3.99%,0.3831,$0.00,360,No,No,Yes,"$418,000.00",Site-Built,Investment Property,home,1U,"$13,800.00",EQUI,525,EXP,55,,No,49.40191388,South,Yes,39,Low,Poor ,
89291,2019,Conforming Loan,Male,Pre-Approved,Conventional,Refinancing,Standard,No,No,"$536,500.00",4.13%,0.402,$950.00,180,No,No,No,"$908,000.00",Site-Built,Principal Residence,home,1U,"$11,700.00",CIB,657,CIB,45,,No,59.08590308,South,No,41,Low,Fair,
77460,2019,Conforming Loan,Female,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$256,500.00",4.50%,0.8681,$795.00,360,No,No,No,"$858,000.00",Site-Built,Investment Property,home,1U,"$11,940.00",CIB,696,CIB,65,,Yes,29.8951049,North,No,36,Low,Good ,
125545,2019,Conforming Loan,Joint,Not Pre-Approved,Veterans Affairs,Refinancing,Standard,No,No,"$256,500.00",4.88%,0.96,"$2,754.50",360,No,No,No,"$268,000.00",Site-Built,Principal Residence,home,1U,"$6,240.00",CRIF,664,EXP,55,,Yes,95.70895522,North,No,40,High,Fair,
66487,2019,Conforming Loan,Female,Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$476,500.00",3.99%,0.3831,$0.00,360,No,No,No,"$638,000.00",Site-Built,Principal Residence,home,1U,$420.00,CIB,607,CIB,55,,No,74.68652038,South,Yes,28,Moderate,Fair,
171348,2019,Conforming Loan,Female,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$286,500.00",3.99%,0.5839,"$8,825.72",324,No,No,No,"$458,000.00",Site-Built,Investment Property,home,1U,"$4,800.00",CIB,708,CIB,55,,Yes,62.55458515,South,No,31,Moderate,Good ,
110092,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$126,500.00",3.99%,1.1391,"$3,255.00",240,Yes,No,No,"$148,000.00",Site-Built,Principal Residence,home,1U,"$3,960.00",CRIF,541,CIB,65,,Yes,85.47297297,South,No,32,High,Poor ,
28786,2019,Conforming Loan,Female,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$376,500.00",4.56%,0.5863,$718.58,360,No,No,No,"$468,000.00",Site-Built,Principal Residence,home,1U,"$8,460.00",CRIF,581,CIB,35,,No,80.44871795,South,No,22,High,Fair,
33449,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$716,500.00",4.18%,-0.1259,$999.17,360,No,No,No,"$1,058,000.00",Site-Built,Secondary Residence,home,1U,"$13,680.00",EXP,607,EXP,45,,No,67.7221172,North,No,42,Moderate,Fair,
137882,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$436,500.00",3.75%,0.0253,$0.00,360,No,No,No,"$2,008,000.00",Site-Built,Principal Residence,home,1U,"$10,560.00",CIB,543,EXP,55,,No,21.73804781,South,No,49,Low,Poor ,
54498,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$436,500.00",4.38%,0.799,$935.00,360,No,Yes,No,"$458,000.00",Site-Built,Principal Residence,home,1U,"$7,380.00",CRIF,722,EXP,25,,No,95.30567686,North,No,39,High,Good ,
41704,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$346,500.00",3.88%,0.4173,"$6,788.39",360,No,No,No,"$558,000.00",Site-Built,Principal Residence,home,1U,"$3,480.00",CRIF,843,EXP,65,,Yes,62.09677419,South,No,41,Moderate,Excellent,
80661,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$246,500.00",3.38%,-0.2939,"$2,803.14",360,No,No,No,"$338,000.00",Site-Built,Principal Residence,home,1U,"$6,600.00",EXP,788,EXP,74,,No,72.92899408,North,No,31,Moderate,Very Good,
62716,2019,non Conforming Loan,Male,Not Pre-Approved,Veterans Affairs,Home Purchase,Standard,No,No,"$506,500.00",4.63%,0.137,$0.00,360,No,No,No,"$518,000.00",Site-Built,Principal Residence,home,1U,"$5,760.00",CRIF,601,CIB,35,,No,97.77992278,North,No,61,High,Fair,
131026,2019,Conforming Loan,Female,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$206,500.00",3.88%,0.0003,"$3,762.50",360,No,No,No,"$708,000.00",Site-Built,Principal Residence,home,1U,"$5,700.00",CIB,871,CIB,65,,Yes,29.16666667,North,No,24,Low,Excellent,
31830,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$396,500.00",3.38%,-0.2548,"$2,710.18",360,No,No,No,"$498,000.00",Site-Built,Principal Residence,home,1U,"$6,540.00",CIB,638,CIB,35,,No,79.6184739,North,No,27,Moderate,Fair,
59761,2019,Conforming Loan,Male,Pre-Approved,Conventional,Home Improvement,Standard,No,No,"$226,500.00",4.99%,1.2154,$0.00,360,No,No,No,"$648,000.00",Site-Built,Investment Property,home,1U,"$6,540.00",EXP,609,CIB,65,,No,34.9537037,North,No,49,Low,Fair,
151117,2019,Conforming Loan,Male,Not Pre-Approved,Veterans Affairs,Refinancing,Standard,No,No,"$186,500.00",3.99%,0.3831,$0.00,360,No,No,No,"$188,000.00",Site-Built,Principal Residence,home,1U,"$2,220.00",CRIF,757,CIB,74,,Yes,99.20212766,Central,Yes,9,High,Very Good,
62244,2019,Conforming Loan,Male,Not Pre-Approved,Federal Housing Administration,Cash-out Refinancing,Standard,No,Yes,"$216,500.00",3.49%,0.5667,$0.00,360,No,No,No,"$258,000.00",Site-Built,Principal Residence,home,1U,"$5,760.00",EXP,818,CIB,25,,Yes,83.91472868,North,No,39,High,Excellent,
53512,2019,Conforming Loan,Male,Not Pre-Approved,Federal Housing Administration,Cash-out Refinancing,Standard,No,Yes,"$216,500.00",3.99%,0.3831,$0.00,360,Yes,No,No,"$228,000.00",Site-Built,Principal Residence,home,1U,"$5,760.00",CRIF,713,CIB,25,,Yes,94.95614035,North,Yes,39,High,Good ,
124370,2019,Conforming Loan,Male,Pre-Approved,Conventional,Refinancing,Standard,No,No,"$126,500.00",4.75%,0.4861,"$2,668.00",360,Yes,No,No,"$198,000.00",Site-Built,Principal Residence,home,1U,"$3,240.00",EXP,512,CIB,55,,Yes,63.88888889,South,No,30,Moderate,Poor ,
95217,2019,Conforming Loan,Joint,Pre-Approved,Conventional,Refinancing,Standard,No,No,"$436,500.00",4.25%,-0.0973,$295.55,360,No,No,No,"$668,000.00",Site-Built,Secondary Residence,home,1U,"$10,680.00",CRIF,828,EXP,55,,No,65.34431138,North,No,48,Moderate,Excellent,
61101,2019,Conforming Loan,Female,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$266,500.00",3.88%,0.2766,$750.49,360,No,No,No,"$318,000.00",Site-Built,Principal Residence,home,1U,"$4,740.00",CRIF,519,CIB,35,,Yes,83.80503145,North,No,47,High,Poor ,
95406,2019,non Conforming Loan,Joint,Pre-Approved,Conventional,Refinancing,Standard,No,No,"$486,500.00",4.50%,0.4103,"$1,851.25",360,No,No,No,"$828,000.00",Site-Built,Principal Residence,home,1U,"$9,960.00",CIB,881,EXP,55,,Yes,58.75603865,North,No,37,Low,Excellent,
61490,2019,Conforming Loan,Joint,Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$386,500.00",4.13%,0.9848,"$6,569.33",360,No,No,No,"$398,000.00",Site-Built,Principal Residence,home,1U,"$9,780.00",CRIF,668,EXP,25,,Yes,97.11055276,South,No,34,High,Fair,
92601,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$486,500.00",3.63%,0.0287,$0.00,360,No,No,No,"$708,000.00",Site-Built,Principal Residence,home,1U,"$7,020.00",EXP,637,EXP,35,,No,68.71468927,North,No,34,Moderate,Fair,
125979,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$216,500.00",3.88%,0.3166,"$3,180.60",360,No,No,No,"$278,000.00",Site-Built,Principal Residence,home,1U,"$4,200.00",CIB,776,CIB,55,,No,77.87769784,North,No,41,Moderate,Very Good,
36390,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$236,500.00",3.75%,0.8631,"$5,380.00",180,No,No,No,"$298,000.00",Site-Built,Principal Residence,home,1U,"$5,700.00",CRIF,564,EXP,35,,Yes,79.36241611,South,No,44,Moderate,Poor ,
120985,2019,Conforming Loan,Female,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$156,500.00",4.38%,0.8427,"$2,770.00",360,No,No,No,"$278,000.00",Site-Built,Principal Residence,home,1U,"$3,660.00",CRIF,736,CIB,45,,Yes,56.29496403,North,No,46,Low,Good ,
161488,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$626,500.00",3.63%,0.4818,$0.00,240,No,No,No,"$1,758,000.00",Site-Built,Principal Residence,home,2U,"$13,920.00",CRIF,549,EXP,25,,No,35.6370876,South,No,30,Low,Poor ,
96442,2019,Conforming Loan,Female,Not Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$436,500.00",3.99%,0.3831,$0.00,360,No,No,No,"$448,000.00",Site-Built,Principal Residence,home,1U,"$5,940.00",EXP,692,CIB,55,,Yes,97.43303571,North,Yes,47,High,Good ,
117722,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$146,500.00",3.99%,0.3831,$0.00,360,Yes,No,No,"$418,000.00",Site-Built,Principal Residence,home,1U,"$5,040.00",EQUI,709,EXP,65,,Yes,35.04784689,South,Yes,39,Low,Good ,
99715,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Refinancing,Non-Standard,Yes,No,"$256,500.00",5.25%,0.592,$0.00,360,No,Yes,No,"$3,208,000.00",Site-Built,Principal Residence,home,1U,"$16,860.00",CRIF,876,EXP,55,,Yes,7.99563591,South,No,43,Low,Excellent,
157273,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$186,500.00",4.75%,0.5168,"$2,500.00",360,No,No,No,"$538,000.00",Site-Built,Principal Residence,home,1U,"$4,380.00",CRIF,774,EXP,65,,Yes,34.66542751,South,No,32,Low,Very Good,
69582,2019,Conforming Loan,Unknown,Not Pre-Approved,Veterans Affairs,Cash-out Refinancing,Standard,No,No,"$436,500.00",3.99%,0.3831,$0.00,360,No,No,No,"$418,000.00",Site-Built,Principal Residence,home,1U,"$6,240.00",EQUI,572,EXP,45,,Yes,104.4258373,South,Yes,39,Very High,Poor ,
113911,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$566,500.00",3.88%,0.087,$0.00,360,No,No,No,"$708,000.00",Site-Built,Principal Residence,home,1U,"$32,100.00",EXP,754,EXP,45,,No,80.01412429,North,No,8,High,Very Good,
149674,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$106,500.00",4.25%,0.8847,"$3,029.00",180,No,No,No,"$138,000.00",Site-Built,Principal Residence,home,1U,"$3,840.00",CIB,598,EXP,45,,Yes,77.17391304,North,No,31,Moderate,Fair,
141858,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$136,500.00",4.50%,1.314,$501.00,240,No,No,No,"$468,000.00",Site-Built,Principal Residence,home,1U,"$2,100.00",CIB,688,CIB,65,,Yes,29.16666667,South,No,49,Low,Good ,
91026,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$336,500.00",4.50%,0.6095,"$8,642.50",360,No,No,No,"$378,000.00",Site-Built,Principal Residence,home,1U,"$9,900.00",EXP,769,EXP,35,,Yes,89.02116402,North,No,45,High,Very Good,
84527,2019,non Conforming Loan,Joint,Not Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$596,500.00",4.13%,-0.0999,$124.95,360,No,No,No,"$728,000.00",Site-Built,Principal Residence,home,1U,"$6,900.00",CIB,578,EXP,25,,No,81.93681319,South,No,43,High,Poor ,
158050,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$556,500.00",3.75%,0.0754,$0.00,360,No,No,No,"$928,000.00",Site-Built,Principal Residence,home,1U,"$9,240.00",CIB,663,EXP,55,,No,59.96767241,North,No,37,Low,Fair,
28923,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$556,500.00",4.63%,0.4898,$0.00,360,No,No,No,"$778,000.00",Site-Built,Principal Residence,home,1U,"$13,200.00",CIB,767,EXP,45,,No,71.52956298,North,No,31,Moderate,Very Good,
100877,2019,Conforming Loan,Unknown,Pre-Approved,Federal Housing Administration,Refinancing,Standard,No,Yes,"$126,500.00",3.88%,1.6315,$0.00,240,No,No,No,"$148,000.00",Site-Built,Principal Residence,home,1U,"$2,760.00",CIB,739,CIB,55,,Yes,85.47297297,South,No,57,High,Good ,
108223,2019,Conforming Loan,Female,Not Pre-Approved,Federal Housing Administration,Refinancing,Standard,No,Yes,"$76,500.00",3.99%,0.3831,$0.00,180,No,No,Yes,"$418,000.00",Site-Built,Principal Residence,home,1U,"$1,800.00",EQUI,673,EXP,55,,Yes,18.30143541,Central,Yes,39,Low,Good ,
