ID,year,loan_limit,Gender,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,submission_of_application,LTV,Region,Security_Type,Status,dtir1
138217,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,346500,3.625,0.4049,0,240,not_neg,not_int,not_lpsm,408000,sb,pr,home,1U,5700,CIB,618,CIB,25-34,not_inst,84.92647059,south,direct,0,45
159061,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,686500,3.75,0.0537,0,360,not_neg,not_int,not_lpsm,818000,sb,pr,home,1U,11880,CRIF,716,CIB,45-54,not_inst,83.92420538,south,direct,0,37
105182,2019,cf,Joint,nopre,type2,p1,l2,nopc,b/c,276500,4.75,1.4712,0,360,not_neg,not_int,not_lpsm,278000,sb,pr,home,1U,6000,CIB,638,EXP,25-34,not_inst,99.46043165,south,direct,0,44
164513,2019,ncf,Joint,pre,type1,p4,l1,nopc,nob/c,446500,3.875,-0.1707,4905,360,not_neg,not_int,not_lpsm,628000,sb,pr,home,1U,6120,CRIF,646,EXP,25-34,not_inst,71.09872611,North,direct,0,38
113009,2019,cf,Joint,pre,type1,p1,l1,nopc,nob/c,436500,4.5,0.1698,5254.94,360,neg_amm,not_int,not_lpsm,478000,sb,pr,home,1U,8880,EXP,675,EXP,25-34,to_inst,91.31799163,North,direct,0,23
99540,2019,ncf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,976500,4.25,0.272,5600.68,360,not_neg,not_int,not_lpsm,1228000,sb,pr,home,1U,11880,CIB,878,EXP,45-54,not_inst,79.51954397,south,direct,0,37
84172,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,706500,4.75,0.7851,871.08,360,not_neg,not_int,not_lpsm,888000,sb,pr,home,1U,9060,CIB,639,CIB,25-34,not_inst,79.56081081,North,direct,0,37
158443,2019,cf,Male,nopre,type2,p3,l1,nopc,b/c,96500,,,,360,not_neg,not_int,not_lpsm,358000,sb,pr,home,1U,2280,CIB,784,CIB,65-74,to_inst,26.95530726,North,direct,1,55
35691,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,226500,4.25,0.6596,6380,360,not_neg,not_int,not_lpsm,368000,sb,pr,home,1U,7560,CRIF,805,CIB,55-64,to_inst,61.54891304,south,direct,0,22
170051,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,206500,4.25,0.9509,5700,360,not_neg,not_int,not_lpsm,338000,sb,pr,home,1U,3060,CRIF,702,EXP,45-54,to_inst,61.09467456,south,direct,0,36
65167,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,316500,4.125,0.0215,1150,360,not_neg,not_int,not_lpsm,338000,sb,pr,home,1U,14100,EXP,672,EXP,35-44,to_inst,93.63905325,south,direct,0,28
110564,2019,ncf,Sex Not Available,pre,type1,p1,l1,nopc,nob/c,376500,4.125,0.3831,5940.25,360,not_neg,not_int,not_lpsm,408000,sb,pr,home,1U,8700,CRIF,679,CIB,35-44,to_inst,92.27941176,south,direct,0,39
141972,2019,ncf,Female,nopre,type1,p4,l1,nopc,nob/c,286500,4.5,0.4703,0,360,not_neg,not_int,not_lpsm,308000,sb,pr,home,1U,4680,CRIF,778,CIB,55-64,not_inst,93.01948052,North,direct,0,42
169565,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,256500,3.99,0.2845,8739.79,360,neg_amm,not_int,not_lpsm,298000,sb,pr,home,1U,5460,CRIF,524,CIB,35-44,to_inst,86.0738255,North,direct,0,20
31430,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,376500,3.375,-0.1683,3750,360,not_neg,not_int,not_lpsm,658000,sb,pr,home,1U,3180,CRIF,600,EXP,55-64,not_inst,57.21884498,North,direct,0,49
109783,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,266500,,,,360,not_neg,not_int,not_lpsm,368000,sb,pr,home,1U,5880,CIB,635,CIB,55-64,to_inst,72.41847826,North,direct,1,46
83795,2019,cf,Male,nopre,type2,p1,l1,nopc,b/c,116500,,,,360,not_neg,int_only,not_lpsm,,sb,pr,home,1U,2520,EQUI,530,EXP,25-34,to_inst,,North,direct,1,
166992,2019,cf,Male,pre,type1,p4,l1,nopc,nob/c,186500,2.99,0.2698,6971.25,180,not_neg,not_int,not_lpsm,908000,sb,pr,home,1U,4860,CIB,533,EXP,65-74,to_inst,20.53964758,south,direct,0,48
44451,2019,cf,Joint,nopre,type1,p1,l2,nopc,nob/c,446500,4.25,0.143,4669.04,360,not_neg,not_int,not_lpsm,558000,sb,pr,home,1U,8280,EXP,699,EXP,55-64,not_inst,80.01792115,North,direct,0,37
30714,2019,cf,Joint,pre,type1,p3,l1,nopc,nob/c,386500,,,,360,not_neg,not_int,not_lpsm,488000,sb,pr,home,1U,4440,CIB,857,EXP,35-44,not_inst,79.20081967,south,direct,1,24
33456,2019,cf,Sex Not Available,nopre,type3,p1,l1,nopc,nob/c,116500,4.625,0.7158,1080,360,not_neg,not_int,not_lpsm,108000,sb,pr,home,1U,3000,CIB,515,CIB,35-44,to_inst,107.8703704,south,direct,0,54
32849,2019,cf,Sex Not Available,pre,type1,p1,l1,nopc,nob/c,206500,4.5,0.1559,0,360,neg_amm,not_int,not_lpsm,238000,sb,pr,home,1U,1920,CRIF,714,CIB,25-34,to_inst,86.76470588,south,direct,0,50
59241,2019,cf,Male,nopre,type2,p3,l1,nopc,b/c,386500,3.875,0.9757,3825,360,not_neg,not_int,not_lpsm,458000,sb,pr,home,1U,4260,CIB,864,CIB,35-44,to_inst,84.38864629,North,direct,0,60
95700,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,296500,,,,360,not_neg,not_int,not_lpsm,358000,sb,pr,home,1U,3300,CIB,602,CIB,45-54,to_inst,82.82122905,North,direct,1,49
132686,2019,cf,Male,pre,type3,p3,l1,nopc,nob/c,296500,3.75,0.5511,,360,not_neg,not_int,not_lpsm,338000,sb,pr,home,1U,2580,CRIF,890,EXP,55-64,to_inst,87.72189349,North,direct,0,58
96113,2019,,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,186500,4.5,0.849,2793.38,360,not_neg,not_int,not_lpsm,368000,sb,pr,home,1U,4080,EXP,732,CIB,35-44,to_inst,50.67934783,south,direct,0,43
58903,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,176500,,,,360,not_neg,not_int,not_lpsm,278000,sb,ir,home,1U,4500,CRIF,529,EXP,55-64,to_inst,63.48920863,south,direct,1,41
48284,2019,cf,Male,pre,type1,p4,l1,nopc,nob/c,366500,3.625,-0.1379,2918.66,360,not_neg,not_int,not_lpsm,488000,sb,pr,home,1U,4440,EXP,844,CIB,45-54,not_inst,75.10245902,North,direct,0,38
121505,2019,ncf,Joint,nopre,type3,p4,l1,nopc,nob/c,796500,3.75,-0.2852,0,360,neg_amm,not_int,not_lpsm,918000,sb,pr,home,1U,,CRIF,794,EXP,35-44,not_inst,86.76470588,North,direct,0,
141742,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,316500,4.25,0.3252,5540,360,not_neg,not_int,not_lpsm,398000,sb,pr,home,1U,4860,CIB,748,EXP,45-54,to_inst,79.52261307,south,direct,0,49
116982,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,376500,3.75,-0.5286,0,360,not_neg,not_int,not_lpsm,548000,sb,pr,home,1U,10440,CRIF,736,EXP,35-44,not_inst,68.70437956,south,direct,0,19
105120,2019,cf,Sex Not Available,nopre,type3,p1,l1,nopc,nob/c,186500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,5220,EQUI,541,EXP,>74,to_inst,,south,direct,1,
95354,2019,cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,486500,3.5,-0.0047,11542.44,360,not_neg,not_int,not_lpsm,728000,sb,sr,home,1U,8880,CRIF,650,CIB,45-54,to_inst,66.82692308,south,direct,0,38
104499,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,276500,,,,240,not_neg,not_int,not_lpsm,,sb,pr,home,1U,5040,EQUI,897,EXP,65-74,to_inst,,North,direct,1,
133066,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,266500,3.75,0.2236,7178.75,360,not_neg,not_int,not_lpsm,318000,sb,pr,home,1U,4980,EXP,648,EXP,25-34,to_inst,83.80503145,south,direct,0,22
65327,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,106500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,2880,EQUI,673,EXP,25-34,to_inst,,North,direct,1,
154937,2019,cf,Joint,nopre,type2,p1,l1,nopc,b/c,286500,,,,360,not_neg,not_int,not_lpsm,298000,sb,pr,home,1U,9120,EXP,868,EXP,45-54,not_inst,96.1409396,North,direct,1,55
102705,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,286500,4.75,0.2942,700,360,not_neg,not_int,not_lpsm,848000,sb,pr,home,1U,3900,CIB,656,CIB,65-74,to_inst,33.78537736,North,direct,0,46
150462,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,476500,3.375,-0.3057,0,360,not_neg,not_int,not_lpsm,808000,sb,pr,home,1U,9600,CRIF,536,CIB,35-44,not_inst,58.97277228,North,direct,0,25
43227,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,476500,3.5,-0.0883,0,360,not_neg,not_int,not_lpsm,808000,sb,pr,home,1U,7080,CRIF,591,EXP,45-54,not_inst,58.97277228,south,direct,0,33
161933,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,456500,,,,360,not_neg,not_int,lpsm,,sb,pr,home,1U,7620,EQUI,861,EXP,35-44,not_inst,,North,direct,1,
99132,2019,cf,Sex Not Available,nopre,type2,p4,l1,nopc,b/c,116500,,,,360,neg_amm,not_int,not_lpsm,138000,sb,pr,home,1U,3240,CIB,834,CIB,35-44,to_inst,84.42028986,south,direct,1,48
161086,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,216500,4.375,1.4792,2894.19,240,not_neg,not_int,not_lpsm,288000,sb,pr,home,1U,9120,EXP,876,EXP,35-44,to_inst,75.17361111,south,direct,0,27
60435,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,576500,3.25,0.1257,1603.2,180,not_neg,not_int,not_lpsm,998000,sb,pr,home,1U,10320,CRIF,867,EXP,35-44,not_inst,57.76553106,North,direct,0,42
129651,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,226500,,,,360,not_neg,not_int,not_lpsm,388000,mh,pr,land,1U,6600,CIB,713,CIB,35-44,not_inst,58.37628866,North,Indriect,1,37
130551,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,346500,,,,360,not_neg,not_int,lpsm,,sb,pr,home,1U,5640,EQUI,552,EXP,45-54,not_inst,,North,direct,1,
147525,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,406500,3.99,0.309,6845.56,360,not_neg,int_only,not_lpsm,738000,sb,pr,home,1U,4080,EXP,670,CIB,55-64,to_inst,55.08130081,south,direct,0,42
29956,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,106500,4.875,1.3325,3087.5,360,not_neg,not_int,not_lpsm,158000,sb,pr,home,1U,3120,EXP,831,CIB,65-74,to_inst,67.40506329,south,direct,0,34
111432,2019,cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,46500,5.5,1.291,,360,neg_amm,not_int,not_lpsm,48000,sb,pr,home,1U,2340,CRIF,571,CIB,55-64,to_inst,96.875,south,direct,0,35
77468,2019,cf,Male,pre,type1,p3,l1,nopc,nob/c,296500,,,,360,not_neg,not_int,not_lpsm,428000,sb,pr,home,1U,3480,CIB,554,CIB,45-54,to_inst,69.27570093,North,direct,1,52
88188,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,666500,,,,360,not_neg,int_only,not_lpsm,,sb,pr,home,1U,18900,EQUI,833,EXP,45-54,not_inst,,North,direct,1,
147524,2019,cf,Joint,nopre,type2,p4,l1,nopc,b/c,146500,3.99,0.8965,,360,not_neg,not_int,not_lpsm,188000,sb,pr,home,1U,,EXP,774,CIB,65-74,to_inst,77.92553191,North,direct,0,
100059,2019,cf,Joint,nopre,type3,p3,l1,nopc,nob/c,186500,3.99,0.3939,2836.5,360,not_neg,not_int,not_lpsm,238000,sb,pr,home,1U,5100,EXP,806,EXP,45-54,to_inst,78.36134454,central,direct,0,43
84219,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,456500,3.5,-0.2512,2046.76,360,not_neg,int_only,not_lpsm,768000,sb,pr,home,1U,10500,CIB,790,EXP,35-44,not_inst,59.44010417,North,direct,0,20
146352,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,146500,,,,180,neg_amm,not_int,not_lpsm,168000,sb,ir,home,1U,5400,CRIF,687,CIB,45-54,to_inst,87.20238095,North,direct,1,53
92362,2019,cf,Male,nopre,type3,p4,l1,nopc,nob/c,366500,,,,360,not_neg,not_int,not_lpsm,328000,sb,pr,home,1U,,CRIF,583,CIB,25-34,not_inst,111.7378049,North,direct,1,
41090,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,236500,3.875,0.26,1049.8,360,not_neg,not_int,not_lpsm,538000,sb,pr,home,1U,3420,CIB,776,EXP,>74,not_inst,43.95910781,North,direct,0,40
99893,2019,ncf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,296500,4.25,0.1746,926.1,360,not_neg,not_int,not_lpsm,378000,sb,pr,home,1U,5040,CIB,767,EXP,25-34,not_inst,78.43915344,south,direct,0,30
59748,2019,ncf,Joint,nopre,type1,p4,l1,nopc,nob/c,406500,4.56,0.947,3995.14,360,not_neg,not_int,not_lpsm,548000,sb,ir,home,1U,26640,EXP,601,EXP,45-54,not_inst,74.17883212,North,direct,0,11
136441,2019,cf,Joint,pre,type2,p3,l1,nopc,b/c,266500,3.99,0.9636,1135,360,not_neg,not_int,not_lpsm,328000,sb,pr,home,1U,6000,EXP,643,EXP,35-44,to_inst,81.25,North,direct,0,42
57029,2019,cf,Female,nopre,type2,p4,l1,nopc,b/c,146500,,,,360,not_neg,not_int,not_lpsm,138000,sb,pr,home,1U,2580,EXP,533,CIB,55-64,to_inst,106.1594203,central,direct,1,36
83487,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,376500,,,,240,not_neg,not_int,not_lpsm,458000,sb,pr,home,1U,5820,CRIF,589,CIB,35-44,to_inst,82.20524017,North,direct,1,56
145573,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,296500,3.625,0.0231,0,360,not_neg,not_int,not_lpsm,508000,sb,pr,home,1U,4500,EXP,715,CIB,45-54,not_inst,58.36614173,North,direct,0,39
156444,2019,cf,Sex Not Available,pre,type1,p4,l1,nopc,nob/c,416500,3.875,0.0217,70.97,360,not_neg,not_int,not_lpsm,508000,sb,pr,home,1U,10920,CIB,850,EXP,45-54,not_inst,81.98818898,south,direct,0,31
79031,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,486500,3.125,-0.137,5647,360,not_neg,not_int,not_lpsm,2588000,sb,ir,home,1U,10260,CIB,738,EXP,55-64,to_inst,18.79829985,south,direct,0,41
157690,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,646500,,,,360,not_neg,int_only,not_lpsm,,sb,pr,home,1U,8100,EQUI,573,EXP,>74,to_inst,,south,direct,1,
139295,2019,ncf,Joint,nopre,type1,p3,l1,nopc,nob/c,226500,4.875,1.3843,2230.42,240,not_neg,not_int,not_lpsm,478000,sb,ir,home,1U,8280,EXP,833,EXP,35-44,to_inst,47.38493724,North,direct,0,37
165232,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,86500,4.25,1.4581,2715,120,not_neg,not_int,not_lpsm,268000,sb,pr,home,1U,5100,CRIF,722,CIB,55-64,to_inst,32.2761194,central,direct,0,29
143083,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,456500,3.5,-0.177,6520.5,360,neg_amm,not_int,not_lpsm,618000,sb,pr,home,1U,9000,EXP,656,CIB,45-54,not_inst,73.86731392,central,direct,0,35
26412,2019,cf,Female,pre,type1,p4,l1,nopc,nob/c,326500,3.5,-0.0723,,360,not_neg,not_int,not_lpsm,478000,sb,pr,home,1U,5520,CRIF,583,EXP,45-54,to_inst,68.30543933,south,direct,0,28
172210,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,596500,,,,360,neg_amm,not_int,not_lpsm,928000,sb,pr,home,1U,7200,EXP,770,EXP,65-74,to_inst,64.27801724,North,direct,1,45
29741,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,196500,4.625,1.1506,5525,360,not_neg,not_int,not_lpsm,558000,sb,ir,home,1U,8160,CIB,579,CIB,55-64,to_inst,35.21505376,south,direct,0,46
68252,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,486500,3.5,-0.0873,1028.06,360,not_neg,not_int,not_lpsm,1298000,sb,pr,home,1U,8400,CIB,639,EXP,35-44,not_inst,37.4807396,North,direct,0,29
123787,2019,cf,Male,nopre,type2,p3,l1,nopc,b/c,576500,3.375,0.3715,0,360,not_neg,not_int,not_lpsm,888000,sb,pr,home,1U,8040,CIB,590,CIB,35-44,not_inst,64.92117117,North,direct,0,47
103573,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,386500,3.625,0.4168,7000,360,not_neg,not_int,not_lpsm,408000,sb,pr,home,1U,5820,EXP,745,CIB,25-34,not_inst,94.73039216,North,direct,0,38
28381,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,126500,4.625,1.2212,3840,360,not_neg,not_int,not_lpsm,168000,sb,pr,home,1U,1560,CIB,537,CIB,65-74,to_inst,75.29761905,south,direct,0,34
121120,2019,cf,Male,nopre,type1,p3,l2,opc,nob/c,56500,5.99,1.622,,360,not_neg,int_only,not_lpsm,608000,sb,pr,home,1U,5400,CIB,826,CIB,55-64,to_inst,9.292763158,North,direct,0,38
161190,2019,cf,Male,pre,type3,p1,l1,nopc,nob/c,216500,4.375,0.5784,6825,360,not_neg,not_int,not_lpsm,218000,sb,pr,home,1U,3840,EXP,568,CIB,65-74,to_inst,99.31192661,North,direct,0,50
75164,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,376500,3.75,0.0436,2272.86,360,not_neg,not_int,not_lpsm,628000,sb,pr,home,1U,4500,CRIF,668,EXP,55-64,not_inst,59.9522293,North,direct,0,47
31386,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,366500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,5160,EQUI,600,EXP,35-44,not_inst,,south,direct,1,
62955,2019,cf,Joint,nopre,type2,p4,l1,nopc,b/c,416500,3.125,0.1701,3636.94,360,not_neg,not_int,not_lpsm,468000,sb,pr,home,1U,,CIB,557,EXP,25-34,not_inst,88.9957265,North,direct,0,
163804,2019,cf,Joint,pre,type1,p3,l1,nopc,nob/c,136500,4.75,1.1915,2602,360,not_neg,not_int,not_lpsm,168000,sb,pr,home,1U,3060,CRIF,660,EXP,55-64,to_inst,81.25,North-East,direct,0,29
87333,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,176500,4.25,0.8753,1460,240,not_neg,not_int,not_lpsm,578000,sb,pr,home,1U,7200,CRIF,795,CIB,55-64,to_inst,30.53633218,south,direct,0,28
40046,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,106500,3.99,0.6321,3209.38,360,not_neg,not_int,not_lpsm,178000,sb,pr,home,1U,1800,CIB,713,CIB,55-64,to_inst,59.83146067,North,direct,0,46
43669,2019,cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,116500,3.625,0.9553,3064.5,240,not_neg,not_int,not_lpsm,128000,sb,pr,home,1U,5460,CIB,717,CIB,55-64,to_inst,91.015625,south,direct,0,24
41209,2019,cf,Sex Not Available,nopre,type3,p4,l1,nopc,nob/c,316500,3.25,-0.3647,791.19,360,not_neg,not_int,not_lpsm,508000,sb,pr,home,1U,,EXP,724,EXP,65-74,to_inst,62.30314961,south,direct,0,
94711,2019,cf,Sex Not Available,nopre,type3,p4,l1,nopc,nob/c,166500,3.5,0.3379,0,180,not_neg,not_int,not_lpsm,268000,sb,pr,home,1U,,EXP,590,CIB,45-54,to_inst,62.12686567,south,direct,0,
149210,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,566500,3.5,-0.1463,0,360,not_neg,not_int,not_lpsm,988000,sb,pr,home,1U,7140,EXP,846,CIB,35-44,not_inst,57.33805668,south,direct,0,40
48067,2019,cf,Sex Not Available,pre,type3,p1,l1,nopc,nob/c,336500,3.5,-0.1381,555.55,360,not_neg,not_int,not_lpsm,348000,sb,pr,home,1U,4620,CRIF,865,EXP,25-34,not_inst,96.6954023,North,direct,0,48
53342,2019,cf,Male,nopre,type1,p1,l2,nopc,nob/c,116500,4.56,0.5875,2175.38,360,not_neg,not_int,not_lpsm,228000,sb,pr,home,1U,2100,CIB,859,CIB,35-44,to_inst,51.09649123,North,direct,0,48
86959,2019,cf,Joint,pre,type1,p1,l1,nopc,nob/c,266500,4.25,1.0096,1105.2,360,not_neg,not_int,not_lpsm,298000,sb,sr,home,1U,8040,EXP,779,EXP,55-64,not_inst,89.4295302,North,direct,0,49
149022,2019,cf,Sex Not Available,nopre,type3,p3,l1,nopc,nob/c,116500,4.375,0.6282,4044.05,360,neg_amm,not_int,not_lpsm,118000,sb,pr,home,1U,3180,CRIF,769,EXP,65-74,to_inst,98.72881356,south,direct,0,25
166462,2019,cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,286500,4.625,0.8326,3482.13,360,not_neg,not_int,not_lpsm,358000,sb,pr,home,1U,3420,CRIF,837,CIB,35-44,to_inst,80.02793296,south,direct,0,43
60250,2019,cf,Joint,pre,type1,p1,l1,nopc,nob/c,726500,3.99,0.1779,0,360,not_neg,not_int,not_lpsm,988000,sb,pr,home,1U,14700,CIB,879,EXP,45-54,not_inst,73.53238866,south,direct,0,44
104146,2019,,Male,nopre,type2,p1,l1,nopc,b/c,256500,3.75,1.1515,6854.23,360,not_neg,not_int,not_lpsm,298000,sb,pr,home,1U,8460,EXP,862,CIB,45-54,to_inst,86.0738255,North,direct,0,44
43373,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,526500,4.99,0.6761,650,360,not_neg,not_int,not_lpsm,658000,sb,pr,home,1U,6060,CRIF,604,EXP,35-44,to_inst,80.01519757,North,direct,0,43
101819,2019,cf,Sex Not Available,pre,type2,p3,l1,nopc,b/c,176500,3.25,0.5334,6751.54,360,not_neg,not_int,not_lpsm,238000,sb,pr,home,1U,2700,CRIF,823,EXP,45-54,to_inst,74.15966387,south,direct,0,44
161410,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,466500,3.99,0.1397,0,180,not_neg,not_int,not_lpsm,698000,sb,pr,home,1U,10080,CIB,778,CIB,45-54,not_inst,66.83381089,North,direct,0,41
63004,2019,cf,Male,nopre,type2,p3,l1,nopc,b/c,306500,4.625,1.761,4168.86,240,not_neg,not_int,not_lpsm,358000,sb,pr,home,1U,7200,CIB,835,CIB,25-34,to_inst,85.61452514,south,direct,0,48
51468,2019,cf,Joint,nopre,type1,p4,l2,nopc,nob/c,456500,4,-0.0924,5432.4,360,not_neg,not_int,not_lpsm,568000,sb,pr,home,1U,5880,CIB,616,EXP,25-34,not_inst,80.36971831,North,direct,0,40
165999,2019,cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,356500,4.99,1.5843,2997.6,360,not_neg,not_int,not_lpsm,418000,sb,pr,home,1U,7200,CRIF,752,EXP,55-64,to_inst,85.28708134,south,direct,0,56
148013,2019,cf,Joint,pre,type1,p4,l1,nopc,nob/c,416500,3.875,0.0992,0,360,not_neg,not_int,not_lpsm,568000,sb,pr,home,1U,11580,CRIF,703,EXP,45-54,not_inst,73.32746479,North,direct,0,34
73869,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,296500,3.99,0.567,8261,360,not_neg,not_int,not_lpsm,458000,sb,pr,home,1U,4500,EXP,614,CIB,45-54,to_inst,64.73799127,south,direct,0,43
133562,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,316500,3.625,0.6828,6795.75,240,not_neg,not_int,not_lpsm,538000,sb,pr,home,1U,7020,CIB,593,CIB,55-64,to_inst,58.82899628,south,direct,0,37
95864,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,246500,4.625,0.4104,3630,360,not_neg,not_int,not_lpsm,428000,sb,pr,home,1U,4380,CIB,737,EXP,45-54,to_inst,57.59345794,south,direct,0,49
25844,2019,cf,Male,nopre,type3,p1,l2,nopc,nob/c,96500,3.99,0.3481,2768.18,360,not_neg,not_int,not_lpsm,118000,sb,pr,home,1U,2220,CRIF,626,CIB,<25,to_inst,81.77966102,North,direct,0,43
123599,2019,cf,Joint,pre,type1,p1,l1,nopc,nob/c,266500,5.5,1.4559,0,360,neg_amm,not_int,not_lpsm,288000,sb,pr,home,1U,6960,CRIF,764,EXP,25-34,to_inst,92.53472222,North,direct,0,44
67799,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,486500,,,,360,not_neg,not_int,lpsm,,sb,pr,home,1U,23520,EQUI,798,EXP,45-54,not_inst,,south,direct,1,
125181,2019,cf,Female,nopre,type2,p4,l1,nopc,b/c,156500,,,,360,not_neg,not_int,not_lpsm,408000,sb,pr,home,1U,3240,EXP,845,EXP,65-74,to_inst,38.35784314,North,direct,1,44
50646,2019,cf,Male,nopre,type2,p3,l1,nopc,b/c,496500,3.125,0.0566,0,360,not_neg,not_int,not_lpsm,638000,sb,pr,home,1U,10140,CRIF,595,EXP,45-54,not_inst,77.82131661,North,direct,0,30
132514,2019,cf,Male,nopre,type1,p2,l1,nopc,nob/c,306500,4.25,1.0071,1340,180,not_neg,not_int,not_lpsm,1248000,sb,pr,home,1U,29580,CIB,899,CIB,>74,to_inst,24.55929487,North,direct,0,31
70548,2019,ncf,Sex Not Available,pre,type1,p1,l1,nopc,nob/c,356500,4.5,0.5242,795,360,not_neg,not_int,not_lpsm,378000,sb,pr,home,1U,8640,CRIF,851,EXP,35-44,to_inst,94.31216931,south,direct,0,35
166526,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,526500,3.99,0.4435,4500,360,not_neg,int_only,not_lpsm,568000,sb,pr,home,1U,7500,EXP,847,EXP,55-64,not_inst,92.69366197,south,direct,0,38
80360,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,406500,,,,180,not_neg,not_int,not_lpsm,748000,sb,ir,home,2U,7140,EXP,616,EXP,55-64,not_inst,54.34491979,south,direct,1,58
148813,2019,cf,Sex Not Available,pre,type1,p4,l1,nopc,nob/c,146500,4.125,0.6853,3193.53,180,not_neg,not_int,not_lpsm,248000,sb,pr,home,1U,3540,CRIF,549,CIB,55-64,to_inst,59.07258065,south,direct,0,32
120069,2019,,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,566500,4.5,0.7215,20191.89,360,not_neg,not_int,not_lpsm,738000,sb,pr,home,1U,7860,CIB,619,EXP,>74,to_inst,76.76151762,south,direct,0,31
47340,2019,cf,Male,,type1,p3,l1,nopc,nob/c,486500,,,,180,not_neg,not_int,not_lpsm,548000,sb,pr,home,1U,17280,CRIF,794,CIB,55-64,to_inst,88.77737226,North,direct,1,42
